salary,city,company,company_size,tag,work_experience,company_address,job_description,education,age,job_title
18-30万," 
北京-海淀区
",资质管家(北京)信息技术有限公司,公司规模：100-499人,"绩效奖金,带薪年假,年度旅游,节日礼物,领导好,技能培训,优秀员工奖,全勤奖,年终奖,加班费,双休",2年以上经验,公司地址：北四环西路66号中国技术交易大厦A座1210,"【关于工作】
1.直接和CEO沟通，制定产品策略，WEB端产品设计；
2.具备一定的交互和审美，配合跟进UI进行产品视觉设计；
3.对接技术，沟通需求，讨论解决方案，完成产品功能测试，项目上线等实施过程；
4.协助处理项目产品开发过程中的问题，确保开发进度及产品、设计方案的统一。
 
【关于你】
1.能够独立完成产品设计，熟练使用设计软件和撰写设计文档；
2.较好的表达能力，良好的跨部门沟通和项目协调能力，结果导向思维；
3.优秀的分析判断能力和方案设计能力，对数据敏感，具备一定的无授权领导能力和影响能力；
4.独立思考，思路清晰，心态开放，善于学习和总结。
5.具有2年以上web端产品经验，计算机相关背景，有独立项目经验
（产品方向：Web端+手机wap端）
联系人：王占佺

",统招本科,20-30岁,互联网产品经理/主管
19-30万," 
北京
",北京泰迪熊移动科技有限公司,公司规模：100-499人,"股票期权,带薪年假,交通补助,弹性工作,发展空间大,定期体检,节日礼物,五险一金,休闲餐点,午餐补助,优秀员工奖,绩效奖金",3年以上经验,公司地址：北京市朝阳区建国门外大街88号SOHO现代城D座1111,"岗位职责：
1. 负责数据产品的需求调研、数据生产方案、数据接口产品设计、数据模型/规则搭建等工作；　
2. 跟踪、分析、挖掘产品的客户需求，并能结合公司整体的业务规划，进行需求评估；
3. 跟踪协调产品研发进度，把握产品质量，协调产品的交付；
4. 制定数据运营流程并不断改进，指导运营团队持续提升数据质量
5. 制定数据产品的商业化方向，与商务团队一起实施。
任职要求：
1. 负责过数据分析、数据挖掘、数据可视化、在线数据接口相关产品经验
2. 对主流大数据产品、数据搜集方式、数据变现方式的发展趋势有深入了解；
3. 掌握数据分析技能，会用数据分析工具，总结归纳能力强
4. 具有优秀的表达、沟通与协调能力、团队合作精神、保密意识。
5. 具有一定英语水平，浏览英文网站无障碍

",统招本科,年龄不限,数据产品经理
11-20万," 
广州-天河区
",广州壹乾壹坤投资管理有限公司,公司规模：100-499人,"股票期权,绩效奖金,午餐补助,年度旅游,节日礼物,领导好,扁平管理,技能培训,岗位晋升,团队聚餐,发展空间大,优秀员工奖,在职分红,五险",3年以上经验,公司地址：白云大道北汇金广场,"岗位职责：
1、负责公司产品的调研、分析与产品设计；
2、负责公司产品的用户需求分析，产品版本管理工作；
3、协调各部门资源和支持，快速、高效推动产品的设计和研发；
4、对现有产品的可用性测试和评估，提出改进方案，持续优化产品的用户体验；
5、负责维护和更新界面设计标准和规范；负责标准和规范的实施；
6、参与界面设计流程的完善和优化工作；
7、有电商、直播、ERP、微信相关产品经验优先。
岗位要求：
1、熟练使用各种原型工具，能制作prd等产品文档；
2、良好的语言和口头表达能力，较强的沟通协调能力；
3、2年以上互联网产品经理工作经验,有O2O产品经验优先，具有产品前瞻性思考能力及强烈的创新意识；
4、热爱互联网产品，能独立进行相关产品设计、规划及项目跟进，web产品及移动产品设计能力、表达沟通能力；
5、良好的跨团队协作能力，与各部门人员密切合作。
我们给予的：
1、每月除月薪外，还可以享受丰厚的奖金；
2、入职当月即购买社会保险，每月会有员工经费供员工零食及咖啡等；
3、公司实行股权激励制度，争取所有员工都是公司的股东；
4、优美安静的工作环境，处于广州的黄金地带；
5、有激情昂扬的团队，带领你冲锋高薪的巅峰；
6、每年有1-2次员工旅游；
7、实行五天八小时工作制；
8、年底会有让你惊喜交集的联欢晚会，奖品更是让你无比惊喜。
     加入我们的团队，相信不会让你失望，带给你的只会是惊喜，让你领略电商行业的巅峰，让你领略真正的高收入，有时间就到我们公司看看吧，我司是否合适你，只有看了谈了才知道，随时欢迎您的到来......
                            ",大专及以上,年龄不限,产品经理 (电商)
10-20万," 
北京-朝阳区
",北京币码网络科技有限公司,公司规模：1-49人,"弹性工作,五险一金,带薪年假,技能培训,团队聚餐,年终奖金,生活补助,岗位晋升,交通补助,通讯津贴,团建活动",2年以上经验,公司地址：北苑路170号凯旋中心C座2006,"岗位职责：
1、负责公司运营的平台的功能优化，跟随团队一起拓展新的业务发展方向。
2、负责产品需求调研，挖掘、把握、引导客户及市场需求。
3、负责市场竞品分析，了解分析市场同类产品优劣，挖掘竞争优势。
4、负责需求分析，原型设计，完成产品的功能设计、规划方案、商业模式。
5、协助技术团队进行项目管理并完成产品规划。
6、负责对项目进行持续改进，分析产品运营数据，研究产品发展趋势及迭代方案。
7、关注互联网、电商行业发展，对新应用和新技术较敏感，对业界发展趋势有独到见解。
任职资格：
1、本科以上学历，2年以上互联网产品工作经验，有ToB方向产品设计经验优先，熟练使用PPT/Word/Visio/Axure等软件工具。
2、曾经组织过或者完整参与过产品的设计、研发、推广、优化的完整过程。对网站交互设计、用户体验、界面有较强的把控经验。
3、具有丰富的产品想象力，创新能力以及逻辑思维能力，深度理解用户需求和市场现状。
4、具备熟练的数据分析、总结能力，能够通过各种数据的收集、归纳、分析，对产品的设计进行及时的调整及改进。
5、具备很强的沟通技巧，与研发、市场、运营等团队成员开展有效沟通。
6、工作积极，有上进心，能吃苦耐劳。
                            ",本科及以上,年龄不限,产品经理
21-42万," 
北京
",新浪微博,公司规模：500-999人,"平台大,技术氛围好,发展空间大,核心项目",1年以上经验,公司地址：北京市海淀区西北旺东路10号院8号楼新浪总部大厦,"岗位职责：
1. 通过用户搜索行为研究，发掘产品优化改进点，并推动执行，不断改进微博搜索热门文章模块体验，提升模块各项数据指标；
2. 通过数据分析，规划和制定热门文章搜索相关的策略逻辑。
3. 主要方向（包含但不限于）：需求分析、数据分析、策略制定。
岗位要求：
1. 有一年以上搜索策略产品或资讯产品经验
2. 计算机或理工科专业背景优先；
3. 对产品工作抱有极大热情，对搜索领域有很大兴趣；
                            ",本科及以上,年龄不限,搜索产品经理（热门文章方向）
10-20万," 
上海
",钢银电子商务,公司规模：2000-5000人,"公司规模大,五险一金,定期体检,带薪年假,交通补助,午餐补助,领导好,管理规范,优秀员工奖,发展空间大,绩效奖金,节日礼物,技能培训,岗位晋升,车辆津贴,子女福利",1年以上经验,公司地址：上海宝山区园丰路68号,"任职资格：
1、负责后端和终端产品的功能设计；
2、负责产品相关文档撰写并编写用户手册；
3、负责对后端和终端产品进行持续优化，提升内部运营效率；
4、平台产品实施的过程管理、跨部门合作，沟通及收集反馈，并协调资源确保产品顺利发展；
5.收集和跟踪已上线系统的用户反馈，在分析和论证后，制定后期改造计划；
6.负责新需求上线前的检查工作。
任职要求：
1.本科及以上学历，工作2年及以上，互联网行业或仓储行业产品相关工作背景优先；
2.熟悉需求调研方法，较强的业务流程及业务模型分析设计能力；善于控制需求，进行版本范围及项目范围管理；丰富的沟通经验，能快速把握需求的核心要点；
3.熟悉软件工程理论，掌握产品需求获取与分析方法；
4.具有较强的逻辑抽象分析能力，敏锐的业务需求分析和业务数据建模能力，熟悉axure、visio等相关原型、建模工具者优先；
5.有较强的团队协作精神，有效的沟通技巧，在团队协作中具有精炼思维和解决复杂问题的能力，具备良好的学习能力。
福利待遇：
1、带薪培训：系统化培训体系，新员工带薪培训；
2、社会保险：提供完整的五险一金；
3、各类补贴：享受员工的交通补贴、午餐津贴等；
4、法定假日：法定节假日礼品及祝福；
5、生日祝福：员工生日的礼物及祝福活动；
6、班车服务：免费提供6条不同线路的班车上下班；
7、带薪年假：按照劳动法实行带薪年休假制度；

",本科及以上,年龄不限,产品经理
12-18万," 
上海-杨浦区
",荣开贸易,公司规模：100-499人,"带薪年假,领导好,五险一金,发展空间大",经验不限,公司地址：上海杨浦区杨树浦路1056号滨江国际1号楼3楼,"岗位职责
1）负责网站及APP产品的规划与设计；
2）推动、控制、协调产品的开发与发布；
3）对行业及竞争产品的分析，跟踪最新发展趋势，并提交分析报告；
4）对产品市场推广、商业合作、销售策略提出建议。
5） 进行用户需求调研和使用行为分析，并能提炼需求，做出产品定位，规划，设计开发和运营维护；
？
岗位要求：
1） 3年以上产品管理经验，逻辑性强，有推动力，聪明，有敏捷开发经验优先考虑；
2） 具备良好的协调能力，会整合调动资源，较强的数据分析能力，独立思考；
3） 具备强烈的责任心。
                            ",学历不限,年龄不限,产品经理
面议," 
北京
",兰亭集势,公司规模：1000-2000人,"定期体检,午餐补助,带薪年假,公司规模大,全勤奖,发展空间大,五险一金,技能培训,岗位晋升,管理规范,节日礼物,上市公司",3年以上经验,公司地址：北京市朝阳区酒仙桥北路7号彩虹路电通广场2号楼D区,"岗位职责：
1、负责电子商务运营支持信息系统的规划和设计，包括ERP方向和供应链方向；
2、分析业务需求，梳理系统逻辑，撰写详细的产品需求说明书；
3、协调和推动研发和测试环节，以确保产品目标实现；
4、协调和推动产品在运营环节的实施；
5、根据产品上线后的数据表现，制定产品改进目标和优化建议，不断迭代；
6、定期对同业产品和应用进行跟踪和分析，及时掌握行业动态。
任职要求：
Must have
1.本科以上学历（硕士优先），计算机、软件工程相关专业优先
2. 要求3-5年管理软件或电子商务网站工作经验
3、精通生产运作管理和供应链管理的基础理论及最佳实践；
4、思路清晰，逻辑分析能力强，对数据敏感；
5、良好的需求分析能力和产品需求文档的撰写能力，精通信息系统分析和软件工程；
Prefer to have:
具有软件编程能力和经验优先
                            ",统招本科,年龄不限,ERP高级产品经理
12-18万," 
上海-杨浦区
",荣开贸易,公司规模：100-499人,"带薪年假,领导好,五险一金,发展空间大",经验不限,公司地址：上海杨浦区杨树浦路1056号滨江国际1号楼3楼,"岗位职责
1）负责网站及APP产品的规划与设计；
2）推动、控制、协调产品的开发与发布；
3）对行业及竞争产品的分析，跟踪最新发展趋势，并提交分析报告；
4）对产品市场推广、商业合作、销售策略提出建议。
5） 进行用户需求调研和使用行为分析，并能提炼需求，做出产品定位，规划，设计开发和运营维护；
？
岗位要求：
1） 3年以上产品管理经验，逻辑性强，有推动力，聪明，有敏捷开发经验优先考虑；
2） 具备良好的协调能力，会整合调动资源，较强的数据分析能力，独立思考；
3） 具备强烈的责任心。
                            ",学历不限,年龄不限,产品经理
面议," 
北京
",兰亭集势,公司规模：1000-2000人,"定期体检,午餐补助,带薪年假,公司规模大,全勤奖,发展空间大,五险一金,技能培训,岗位晋升,管理规范,节日礼物,上市公司",3年以上经验,公司地址：北京市朝阳区酒仙桥北路7号彩虹路电通广场2号楼D区,"岗位职责：
1、负责电子商务运营支持信息系统的规划和设计，包括ERP方向和供应链方向；
2、分析业务需求，梳理系统逻辑，撰写详细的产品需求说明书；
3、协调和推动研发和测试环节，以确保产品目标实现；
4、协调和推动产品在运营环节的实施；
5、根据产品上线后的数据表现，制定产品改进目标和优化建议，不断迭代；
6、定期对同业产品和应用进行跟踪和分析，及时掌握行业动态。
任职要求：
Must have
1.本科以上学历（硕士优先），计算机、软件工程相关专业优先
2. 要求3-5年管理软件或电子商务网站工作经验
3、精通生产运作管理和供应链管理的基础理论及最佳实践；
4、思路清晰，逻辑分析能力强，对数据敏感；
5、良好的需求分析能力和产品需求文档的撰写能力，精通信息系统分析和软件工程；
Prefer to have:
具有软件编程能力和经验优先
                            ",统招本科,年龄不限,ERP高级产品经理
28-42万," 
深圳
",环球人脉网,公司规模：1-49人,"年底双薪,发展空间大,带薪年假,节日礼物,年度旅游,领导好,五险一金,团队聚餐,岗位晋升,绩效奖金,交通补助,午餐补助,通讯津贴,扁平管理,技能培训,股票期权",3年以上经验,公司地址：南山区学府路软件产业基地1栋A座1101号,"1、本科或以上学历，3年以上互联网产品工作经验，有金融类移动端产品经验者优先； 
2、严密的逻辑思维和扎实的数据分析能力，能够敏锐地从数据中发现总结问题，用数据说话； 
3、关注互联网行业资讯，思维活跃，勇于创新，持续学习能力强； 
4、具有良好的沟通表达能力，能够跨部门协调推动项目；
                            ",统招本科,年龄不限,高级产品经理
24-36万," 
北京
",北京好租科技发展有限公司,公司规模：500-999人,"岗位晋升,发展空间大,年底双薪,带薪年假,扁平管理,节日礼物,六险一金",3年以上经验,公司地址：北京市海淀区东北旺南路57号八维研修学院,"岗位职责：
1、负责“好租资产”前端产品线（PC&WAP）的需求规划及迭代；
2、深入了解商业地产行业，关注产品线上运营状况，持续收集用户需求并开展市场调研，提出产品改进建议及计划，不断完善产品功能及用户体验；
3、原型设计、需求文档，跨部门沟通推动产品上线并持续改进，确保用户体验整体设计质量，完整跟踪产品生命周期。
任职要求：
1、3年以上产品经验；有知名互联网公司前端工作经验者优先；
2、善于分析和了解用户心理，数据敏感度及分析能力强；
3、互联网的新产品保持持续关注，善于交流，逻辑思考能力强，乐于思考并注重工作效率及团队协作。
                            ",本科及以上,年龄不限,高级产品经理
18-24万," 
深圳
",深圳中银华融金融控股有限公司,公司规模：1-49人,"绩效奖金,带薪年假,领导好,五险一金,岗位晋升,休闲餐点,管理规范,节日礼物,团队聚餐,发展空间大,定期体检",3年以上经验,公司地址：福田区益田路4068号卓越时代广场2809,"职责描述：
-负责资产端产品的市场需求及发展趋势研究分析，制定资产端产品市场规划；
-根据市场及特定客群需求，组织协调各相关部门进行产品、政策、流程的设计，并完成规范完整的借款产品方案；
-负责接收相关业务部门的产品需求，进行市场评估和可行性分析，并组织协调各相关部门开发新产品或定制渠道专属的金融解决方案；
-负责资产端产品的推广、执行和培训，并对借款端产品运作情况进行跟踪管理； 
-其他与资产端产品相关的工作，及协同完成产品部的其他工作。
注：资产端产品包括但不限于个人借款、中小微企业借款及合作渠道资产等，同时涵盖线上借款（PC端和移动端）及线下借款。
职位要求：
-大学本科以上学历，金融、经济、会计等相关专业； 
-有三年以上（高级产品经理需五年以上）银行或其他非银行金融机构相关经验，有金融贷款类产品经理从业经验者优先； 
-较熟悉授信相关法律法规、部门规章和监管要求； 
-能独立思考，逻辑思维能力强； 
-有志于投身P2P行业，相信“用技术改变金融”的理念； 
-有高度的热情和责任心，有较强的抗压能力；
-具有良好的敬业精神和职业道德，无违纪违规等不良记录，乐于奉献和团队合作，善于沟通，具有良好的人际交往能力。
                            ",统招本科,年龄不限,金融产品经理
面议," 
北京
",北京留呗科技有限公司,公司规模：1-49人,"股票期权,带薪年假,互联网,交通补助,年度旅游,发展空间大,五险一金,领导好",3年以上经验,公司地址：东城区香河园一号院当代MOMA T5-1802,"职责描述：
1、挖掘和把握用户对互联网金融服务及支付应用产品的各层次需求，并在各业务场景中进行应用，不断推出促进公司业务发展；
2、负责产品的前期调研、规划和设计，设计包括功能定位、框架设计和交互设计；负责公司金融产品的需求分析、系统规划和设计；
3、参与核心代码的设计和编写；
4、协同研发团队，推动保证产品的研发上线和优化迭代，并确保产品的研发整体进度；
5、对日常数据进行跟踪和研究，定期分析运营效果，掌握平台运行状况；
任职要求：
1、大学本科以上，有金融、数学、经济相关学科或行业背景者优先；
2、三年以上互联网金融或支付类产品设计及产品管理相关经验；
3、熟悉第三方支付产品应用及集成流程，有实际产品设计研发经验的优先；
4、熟悉互联网金融产品的设计和应用，有供应链金融工作经验的优先；
5、强大的需求设计、捕获、分析与管理能力，能输出高质量的业务需求及系统需求文档，并精通产品原型设计工具，如Axure、Visio；
6、了解互联网产品研发流程，能够很好协调好市场、业务、开发、测试等各方工作；
7、热爱互联网，关注互联网的新事物和用户行为变化，具有敏锐的市场意识、良好的运营思维和创新意识；
8、优秀的定量分析能力和严密的逻辑思维；出色的语言、沟通、组织和协调能力；
9、精通产品原型设计工具，如Axure、Visio或者PPT的StoryBoard；
                            ",本科及以上,年龄不限,产品经理
18-24万," 
北京
",北斗导航位置服务(北京),公司规模：50-99人,"绩效奖金,交通补助,通讯津贴,午餐补助,定期体检,弹性工作,节日礼物,团队聚餐,国企三级,休闲餐点,试用期全薪,五险一金,带薪年假,扁平管理,领导好,防暑降温费",5年以上经验,公司地址：北京市海淀区知春路27号量子芯座2001-2006,"岗位职责：
1、组织公司新产品的落地工作，协调各方资源解决新产品落地过程中的问题，促进产品的快速顺利落地。
2、及时跟踪、整理产品的使用反馈，主动发现现有产品中存在的不足，提出相应改进需求。
3、对现有产品进行日常的数据采集、数据监控、统计和分析，对客户、用户的需求进行有效分析，并提出改良建议。
4、定期调研、收集及评估客户/用户的需求与建议，解答产品问题，根据产品效果的反馈及分析，进行产品解决方案的完善，提出产品改善建议；寻找产品的改进点和机会点，推动产品升级迭代。
5、对产品出现的问题（包括：与自行车相关的软硬件产品）进行跟踪分析和报告，会同产品研发部门、产品制造商，对产品进行持续优化。
6、理解业务、产品运作逻辑，及时发现业务流程中存在的问题，进行原因分析，提出解决方案并与业务部门沟通达成共识，并监控实施效果，提高产品运营的效率。
7、优化、完善产品相关资料文档，包含业务流程、操作规范、指导手册、培训课件等，负责产品的培训及答疑，给予执行建议及指导。
8、领导交办的其他事宜。
任职要求：
1、五年以上平台类产品需求分析、项目管理、产品运营相关工作经验；
2、本科以上学历，计算机、项目管理等相关专业；
3、熟悉需求调研与分析的相关方法论，具备良好的产品需求分析能力、敏锐的数据感知力、严密的逻辑思维能力，能够挖掘业务的深层次需求，分析并解决问题；
4、具有较强的项目管理及组织协调能力，能够牵头组织项目实施，有效完成跨部门及产品线的协作。

",本科及以上,年龄不限,产品经理
18-36万," 
杭州-滨江区
",杭州阿拉丁数字技术有限公司,公司规模：500-999人,"交通补助,午餐补助,五险一金,领导好,节日礼物,发展空间大,全勤奖,公司规模大",经验不限,公司地址：江陵路2028号星耀城1期1幢2302室,"岗位职责：
1、负责核心交易系统、收银台的整理和搭建
2、负责第三方支付渠道的接入及路由优化设计
3、负责清结算系统的设计改进
4、负责支付条线产品需求的分析、设计、沟通协调，确定需求
任职要求：
1.本科及以上学历，大学本科及以上学历，社会学、心理学、市场营销专业优先
2.具有良好的结构化思考能力、逻辑能力，能将问题化繁为简
3.高效的团队协作精神，强大抗压能力，强烈的自我驱动和自我学习能力
4.具备系统化思考和设计能力，具备业务及系统规划经验，较强的逻辑思维能力及分析设计能力
5.对产品发展趋势有良好的判断能力对产品和市场有优秀的洞察力
6.具有良好的沟通与语言表达能力，良好的团队协作、执行力与学习能力，以及产品相关文案的撰写能力
7.至少3年以上相关互联网产品工作经验，有互联网金融产品经验者优先
                            ",本科及以上,年龄不限,产品经理
7-10万," 
深圳-南山区
",武汉微思敦网络技术有限公司,公司规模：100-499人,"五险一金,岗位晋升,技能培训,扁平管理,领导好,带薪年假,绩效奖金,发展空间大,优秀员工奖,全勤奖,午餐补助,通讯津贴,交通补助,节日礼物,出国旅游,管理规范",1年以上经验,公司地址：高新南九道9号威新软件园2号楼502室,"职责描述：
1.负责DSP产品的运营工作
2.跟踪分析数据并做出运营指引
3.负责与需求方的沟通跟进
任职要求：
1.本科毕业，1年以上互联网运营经验
2.良好的数据分析能力，数据意识
3.良好的沟通能力推进能力
                            ",统招本科,年龄不限,产品运营经理
面议," 
北京
",联动优势,公司规模：500-999人,"年底双薪,绩效奖金,带薪年假",3年以上经验,公司地址：北京市海淀区学院南路12号京师科技大厦,"岗位职责:
1.负责通用产品部移动端业务产品设计和项目研发管理工作；
2.负责通用产品部商户侧入口产品需求设计及迭代工作；
3.负责支付业务中间商业务受理入口需求设计及迭代工作；
4.负责配合线上线下支付及增值业务在前端受理平台需求落地。
任职资格:
1.具备移动客户端及WEB平台类产品相关工作经验3年以上；
2.具备支付业务工作背景，计算机专业背景优先；
3.具备良好的沟通协作能力，能够独立输出PRD相关文档，熟练使用产品相关工具；
4.具备较强的学习能力和适应能力，敏锐的市场观察能力，能够承担压力对结果负责。
                            ",学历不限,年龄不限,产品经理(000869)
11-14万," 
广州
",广东卖道贸易有限公司,公司规模：100-499人,"发展空间大,五险一金,领导好,休闲餐点,管理规范,带薪年假,午餐补助,全勤奖",2年以上经验,公司地址：番禺厦滘岭南电子商务园一街五楼35号,"岗位职责：
1、负责集团产品服务（如电子商务平台、合作商等）的用户需求调研、产品开发立项；
2、参与产品生命周期的各个环节，完成产品的规划、产品流程和交互设计，上线后跟进数据分析，持续优化和完善现有产品功能；
3、具备良好的行业嗅觉和产品分析意识，设计具有创新思维的移动购物平台；
4、跨部门沟通和协调，推动产品功能的实现和上线，对整体效果负责；
5、按时完成领导交办的其他工作事项。
岗位要求：
1、2年及以上产品工作经验，具备O2O产品经验者的优先；
2、大学本科以上学历，电子商务、市场营销等相关专业为佳；
3、具有较强的逻辑能力、产品设计和文档编写能力，能发现事情的本质，做事认真严谨，对数据敏感，具备较强数据分析和产品运营能力；
4、熟悉互联网产品整体实现过程，包括需求分析，方案设计，项目管理等；
5、具有良好的沟通能力、团队合作精神。
                            ",本科及以上,年龄不限,产品经理
10-18万," 
上海
",钢银电子商务,公司规模：2000-5000人,"公司规模大,五险一金,定期体检,带薪年假,交通补助,午餐补助,领导好,管理规范,优秀员工奖,发展空间大,绩效奖金,节日礼物,技能培训,岗位晋升,车辆津贴,子女福利",1年以上经验,公司地址：上海宝山区园丰路68号,"任职资格：
1、负责后端和终端产品的功能设计；
2、负责产品相关文档撰写并编写用户手册；
3、负责对后端和终端产品进行持续优化，提升内部运营效率；
4、平台产品实施的过程管理、跨部门合作，沟通及收集反馈，并协调资源确保产品顺利发展；
5.收集和跟踪已上线系统的用户反馈，在分析和论证后，制定后期改造计划；
6.负责新需求上线前的检查工作。
任职要求：
1.本科及以上学历，工作1年及以上，互联网行业或仓储行业产品相关工作背景优先；
2.熟悉需求调研方法，较强的业务流程及业务模型分析设计能力；善于控制需求，进行版本范围及项目范围管理；丰富的沟通经验，能快速把握需求的核心要点；
3.熟悉软件工程理论，掌握产品需求获取与分析方法；
4.具有较强的逻辑抽象分析能力，敏锐的业务需求分析和业务数据建模能力，熟悉axure、visio等相关原型、建模工具者优先；
5.有较强的团队协作精神，有效的沟通技巧，在团队协作中具有精炼思维和解决复杂问题的能力，具备良好的学习能力。
                            ",统招本科,年龄不限,后端产品经理
20-39万," 
杭州
",杭州腾展科技股份有限公司,公司规模：50-99人,"带薪年假,五险一金,出国旅游,绩效奖金,弹性工作,年度旅游,节日礼物,扁平管理,团队聚餐,优秀员工奖,休闲餐点,全员持股",3年以上经验,公司地址：杭州市西湖区万塘路252号计量大厦,"岗位职责：
1、负责公司产品业务数据方面产品的需求分析、产品规划及设计；
2、负责分析和挖掘产品，找到关键问题，制定阶段目标、产品关键指标，提出产品改进优化思路和方向。
3、能主导和推进产品优化的落地，负责协调开发、设计、测试合作完成产品功能的落地;
4、关注用户对于产品各项功能的反馈，制定迭代计划，不断优化增强用户体验。
任职资格：
1、本科以上学历，2年及以上移动互联网产品经验；
2、深入了解产品的研发和运营流程,熟悉用户体验、交互设计理论知识，思维开放、善于进行创新。
3、具备严谨的逻辑思维能力和数据分析能力，有快速迭代和打磨优化产品的经历。
4、专业的项目管理能力和时间管理能力，有很强的沟通表达能力和团队合作精神，能推进产品解决方案，有主导落地的意识、具有创业激情，能承受一定的工作压力。
5、对移动App客户端软件UI、UE有非常出色的经验积累，独立负责过完整的移动App的产品设计工作。
6、有大数据分析和建模经验者优先。
                            ",本科及以上,25-35岁,移动产品经理
24-30万," 
上海-浦东新区
",上海冰鉴信息科技有限公司,公司规模：100-499人,"交通补助,午餐补助,五险一金,团队聚餐,带薪年假,发展空间大",1年以上经验,公司地址：商城路618号良友大厦4楼B207,"冰鉴信息科技有限公司是一家金融高科技公司，创立于2015年初，总部位于上海，并在中国和美国设立了多家分公司。公司专注于使用机器学习算法和大数据相关技术，创新地对小微企业和个人进行360度的全方位信用评估，并在该领域处于绝对的国际和国内领先地位。公司正处于高速发展阶段，将为员工提供良好的成长空间及有吸引力的回报。
工作职责：
1、参与产品规划，并负责编写相关产品需求说明书和原型设计；
2、跨部门沟通和协作，整合资源，推动产品开发、测试、验收和发布；
3、参与相关产品开发项目周期和进度把控；
4、参与产品上线后产品优化和迭代，根据客户需求对标准产品进行定制化调整，满足客户业务发展需求；
职位要求：
1、有一年以上互联网金融、小贷、信托、银行等机构产品设计相关工作经验；
2、具备良好的沟通能力以及人际交往能力；
3、本科及以上学历，金融、计算机相关专业优先；
                            ",本科及以上,年龄不限,产品经理
12-18万," 
深圳-龙岗区
",深圳市尼罗河移动互联科技有限公司,公司规模：1000-2000人,"股票期权,专属工作餐,扁平管理,节日礼物,团队聚餐,发展空间大",5年以上经验,公司地址：横岗街道六约社区深坑工业园祥达利创意园三楼,"（一）岗位职责：
1、负责线上平台的运营工作，综合利用服务号、小程序、官网做好目标用户（-1~1孕产人群）的整体运营工作；
2、研究目标用户的需求，给产品和技术团队提供产品需求，跟进产品开发过程，从产品运营角度提出针对性意见和建议，制定产品运营计划；
3、通过社群运营等方式做好用户的拉新和留存，提高用户的活跃性和对平台的粘性；
4、推动针对用户的专业、针对性内容沉淀和推送，强化平台以专业和垂直内容引导用户的主要优势。
5、做好数据监控和分析，与技术和业务衔接好整体运营进度。
（二）任职要求：
1、大学本科及以上学历，5年以上互联网产品或运营经相关经历，2年以上管理经验；
2、参与过百万级用户量的项目运营，负责过重要模块的运营，或者主导过十万级用户量的运营工作，在产品运营、用户运营方面有成功经验和系统的方法论；
3、熟悉移动互联网的运营手法和工具，能根据用户类型和需求特点选择合适的产品和工具；
4、较强的数据运营思维和处理能力，良好的沟通协调、学习创新和团队管理能力；
5、有过社群类或内容类平台运营者优先。

",本科及以上,年龄不限,产品经理
