salary,city,company,company_size,tag,work_experience,company_address,job_description,education,age,job_title
10-19万," 
常州
",江苏金刚文化科技集团股份有限公司,公司规模：100-499人,"带薪年假,午餐补助,定期体检,五险一金,上市公司,扁平管理,管理规范",3年以上经验,公司地址：太湖东路9-1号,"岗位职责：
负责产品市场调研方案的计划制定及实施，组织完成产品调研、规划、研发、推广、落地等工作；
1.   负责维护自有产品体系、跟进行业产品动态，组织产品调研，全面掌握产品市场核心竞争力，梳理及拟定相应产品策略工作；
2.   负责组织产品规划、创意、研发小组，就市场情况拟定研发计划，评审产品研发可行性、制定未来产品规划方案并执行实施；
3.   负责新产品上市推广方案制定及执行工作；
4.   负责产品落地、销售渠道等前期思路方案策划及执行工作；
5.   负责应用市场手段使研发产品形成新的核心竞争力的策划及执行工作；
6.   负责产品相关资料的归档整理及跟踪工作；
7.   负责公司交办的临时性工作。
任职要求：
1.   具有游乐行业资深经验；
2.   熟悉行业各类别产品及产品优劣技术层次，有较好的创新思维及学习能力，对于产品优化方向有战略性远见，能够推测未来产品发展趋势；
3.   熟悉行业高端产品制造商及其动态；
4.   掌握市场产品调研的方法；
5.   具有较强的组织、沟通、协调能力；
6.   具有较强的演讲以及现场控制能力；
7.   积极、乐观、细心，抗压能力强。
                            ",大专及以上,年龄不限,产品经理
10-18万," 
深圳
",方直科技,公司规模：100-499人,"上市公司,股票期权,扁平管理,领导好,五险一金,岗位晋升,技能培训,团队聚餐,定期体检,弹性工作,年度旅游,节日礼物,绩效奖金,生育补贴,管理规范,发展空间大",2年以上经验,公司地址：深圳市南山区大新路198号创新大厦B栋9楼,"【岗位职责】
1、负责前期产品市场需求分析，进行同类产品市场资料的收集及行业竞争分析；
2、根据产品需求，撰写详细的产品流程设计文档、产品界面及原型设计文档；
3、负责与研发、设计、测试等部门沟通，确保协作部门对产品文档的有充分的理解。
4、协调开发人员进行开发工作，推动及协调产品的开发进度，把控项目质量；
5、收集用户反馈，分析用户行为及需求，对产品进行持续的优化和改进。
6、对产品数据进行监控，提供客户支持，提升整体产品的用户满意度；对数据进行分析和统计；
7、负责产品上市筹备工作，配合相关的宣传物料资料等设计工作；
8、制定产品的营销及运营方案，制定产品政策，制定并监督销售计划的执行。
【任职要求】
1、有丰富的互联网产品交互设计经验，对Web2.0产品有深刻理解，有成功案例；
2、有文库、资源站、互联网教育行业背景的优先；
3、出色的表达能力，文档写作能力和产品原型表现能力；能够熟练使用Axure和其他的产品原型搭建工具；
4、具备良好的数据与竞争对手分析能力，能够对自有产品提出整改计划；
5、卓越的逻辑思维与分析能力，能够很好的规划和设计产品功能、使用流程与交互体验；
6、有较强的敬业精神，责任心及良好的沟通能力和团队合作精神，具有较强的学习能力和洞察力；
7、想象力丰富，有创意、有激情。
【公司福利】
☆五险一金
☆国家法定节假日、节日活动、礼物
☆工作满一年转深圳户口机会、居住证办理
☆公司年度旅游
☆员工生日礼物
☆员工持股计划
                            ",本科及以上,20-30岁,产品经理
面议," 
北京-朝阳区
",北京易分网络科技有限公司,公司规模：100-499人,"年底双薪,定期体检,午餐补助,带薪年假,绩效奖金,弹性工作,五险一金,技能培训",3年以上经验,公司地址：建外SOHO东区B座1503,"1、参与风险控制系统产品的架构设计和功能建设，建立健全现有风险防控机制和体系；
2、全程参与风险管理模型和风控策略规则的确定、落实和执行，并对规则有效性进行分析和验证；
3、参与制定和梳理风险控制流程和风险控制措施，对用户在交易和支付的前、中、后阶段，在app产品上进行风险把控；
4、负责项目实施过程中，本部门与各部门之间的需求确认、沟通协调、资源调配、进度把控等工作，推动项目顺利执行；
5、独立完成需求分析、文档撰写、项目跟进和推动、上线验收、产品培训等相关工作。
任职资格：
1、本科及以上学历，金融、经济、计算机等相关专业优先，一年以上相关工作经验；
2、对账户安全、反欺诈反作弊、信用风险、交易风险控制具有较强的敏感度和风险防范经验；
3、精通使用常用的办公软件和项目管理软件，如office、axure、jira、xmind等。
                            ",本科及以上,年龄不限,风控产品经理
24-36万," 
北京
",北京开拓天际科技有限公司,公司规模：50-99人,"领导好,扁平管理,管理规范",5年以上经验,公司地址：北京市海淀区知春路一号学院国际大厦1501 ,"职位诱惑： 
期权激励,绩效奖金,交通便利,福利多多
任职资格：
1、统招本科及以上学历；较丰富的数据产品设计经验，至少3年程序开发经验，3年以上年互联网产品相关经验；
2、善于观察与学习，具有宽广的视野、对于兼职众包行业和商业化有自己的见解；
3、熟悉商业变现/平台系统/营销活动/商业运营的产品形态和业务逻辑（一个即可）；
4、逻辑思维好、做事细心、数据敏感、沟通和执行能力强、团队协作及组织协调能力、有较好的呈现能力。 
岗位职责：
1、负责挖掘、包装适于公司发展的数据产品规划、设计，并进行持续的改进完善等工作，促进公司对商业产品的变现能力探索，为公司带来更多的价值营收方式；
2、进行需求评估、效果预测，撰写高质量的产品需求文档，与运营、设计、技术团队密切配合，以快速迭代的方式，实现产品优化，并基于数据进行产品改进。
3、通过数据分析、用户调研等方式挖掘产品&策略升级点，迭代优化；

",本科及以上,20-40岁,大数据产品经理
14-24万," 
深圳-南山区
",星途创新,公司规模：50-99人,"五险一金,交通补助,通讯津贴,弹性工作,年度旅游",3年以上经验,公司地址：深圳市南山区科技园南区科园路与学府路交界处，卫星大厦10楼1002室,"职位要求:
1. 本科及以上学历，3年以上互联网产品运营从业经历；
2. 协助部门制定产品运营策略、方案和计划并组织执行；
3. 具备产品思维，能结合产品功能和业务提出产品运营需求；
4. 参与产品运营数据剖析，真实反应产品运营状况，为运营方向提供决策依据；
5. 研究行业市场，竞争对手分析，发现新方向、提供有建设性的建议；
6. 建立产品推广渠道，完成引流目标； 
7. 认真负责，条理清晰，耐心细致，具有较强的表达能力、文案能力，逻辑思维能力强，创新能力强；
8. 了解数据分析方法，效果评估方法，精通运营策划，用户运营，活动运营等形式；
9. 沟通能力强，掌握目标导向的工作方法。
10. 强烈的市场意识，充分理解用户需求，有数据驱动决策的意识；

",大专及以上,年龄不限,产品经理
23-45万," 
上海
",上海乐赚,公司规模：500-999人,"绩效奖金,午餐补助,五险一金,岗位晋升,领导好,扁平管理,带薪年假,年度旅游,节日礼物,团队聚餐,定期体检",3年以上经验,公司地址：浦东新区陆家嘴软件园91弄98号,"岗位职责：
1. 负责公司管理信息系统产品策划工作；
2. 需求调研、规划、开发、上线各流程跟进，对产品的质量负责；
3. 与UI、开发、测试、运营等团队紧密合作，驱动产品实施，达成目标；
4. 关注效率、管理类互联网金融产品，对产品进行快速迭代，提升产品质量。
任职要求：
1. 大学本科及以上学历，3年及以上系统产品设计经验，较强的系统设计能力；
2. 熟悉信息系统产品策划，能够独立完成产品交互原型，需求文档；
3. 具备很强的产品敏锐度，善于分析和挖掘用户需求；
4. 熟练使用axure、sketch、visio、mindmanger等产品工具，熟悉互联网产品设计和交互；
5. 工作细致，有很好的业务流程、逻辑和全局规划能力；
6. 良好的学习能力、抗压能力和沟通习惯，逻辑条理清晰，自驱动力强。
7. 有金融业管理后台系统设计和软件研发相关工作经验者优先。

",本科及以上,年龄不限,管理平台产品经理
23-30万," 
北京
",北京春播科技有限公司,公司规模：100-499人,"带薪年假,领导好,扁平管理,弹性工作,管理规范,发展空间大,绩效奖金,定期体检,发展好，潜力大,生鲜电商",3年以上经验,公司地址：北京市海淀区北四环西路52号方正国际大厦,"职位描述：
1、 主要负责采购、订单流程、供应链等相关产品线的规划管理工作；
2、 独立完成产品调研以及规划，撰写合乎产品需求、逻辑缜密的产品需求文档，推动产品研发整个过程；
3、 并通过数据和用户反馈，分析用户需求及行为，不断改进和提升产品性能；
4、 和开发、测试、UED、运营等部门紧密结合，确保产品实现进度和质量，跟踪产品的设计、开发、发布、运营等环节，确保项目按时完成和上线。
任职要求
1、专科及以上学历，3年以上电商行业产品经理工作经验；
2、熟悉ERP、供应链相关业务知识；
3、熟悉产品开发的流程,从用户的调研、需求的分析、产品的分析定位、核心功能点选取；到产品上线之后，数据的分析；
4、能够熟练使用Visio、Axure等软件工具设计系统原型和流程图；
5、具有较强的项目推进能力、组织协调能力、判断力与决策能力，优秀的沟通能力、计划与执行能力，具备突出的团队合作精神。
6、对工作充满热情，富有创新精神，能承受较大的工作压力；

",统招本科,年龄不限,ERP产品经理
面议," 
北京
",人人行科技股份有限公司,公司规模：2000-5000人,九鼎投资背景,1年以上经验,公司地址：北京市朝阳区安立路30号仰山公园东一门2号楼,"岗位职责：
1、负责移动端基础功能产品设计和优化，包括不限于用户账号、认证中心、风控鉴权、用户触达等；
2、参与借贷宝端外创新项目功能设计；
3、参与用户研究、根据需求规划产品新特性，独立输出PRD并组织评审；
岗位要求：
1、一年以上移动互联网产品经理工作经验；
2、有风控鉴权产品、微信H5或小程序产品经验优先；
3、有一定定量分析、数据分析能力优先；
4、沟通能力强，能协调合作资源并推动产品落地。
                            ",本科及以上,年龄不限,平台产品经理
10-19万," 
广州
",广东康之家药业有限公司,公司规模：500-999人,"绩效奖金,发展空间大,领导好,扁平管理,技能培训,岗位晋升,公司规模大,带薪年假,上市公司",3年以上经验,公司地址：广州市白云区永泰新村泰兴路6号电子商务创意园C1栋2楼,"岗位职责
1.负责官网PC端和WAP端的功能流程设计、原型设计，产品及栏目策划等，并撰写详细的产品PRD（产品需求）文档，提出阶段性优化迭代规划 ；
2.深度挖掘用户交易习惯，能够根据市场反馈和用户需求，不断完善官网交互流程与功能设计，持续优化用户体验流程；
3.负责药小二APP的前后台搭建、产品统筹及项目开发的跟进，根据运营和线下门店的反馈及时改进产品的方向及功能，现已增加APP用户版上线和药店版规划；
4.分析和调研市场竞品，结合公司目标策略，制定突出产品优势的方案，并推进实施；
5.协调关联方的需求，把控需求优先级，有节奏的进行需求规划和分析，提升产品核心指标；
6.协调各方面资源，跟进需求分析、产品设计、开发测试、灰度上线等工作，监控效果并持续改进；
7.负责产品团队的组建和管理。
岗位要求：
1.具有2年以上互联网公司产品相关经验，热爱电商行业；
2.具备较强的市场，用户和产品的数据分析和应用能力，能持续优化产品工作；
3.熟练运用Axure、Visio、Mindmanage、PPT等办公软件；
4.逻辑分析能力强，准确挖掘用户需求痛点，关注行业趋势、用户体验和产品细节；
5.认同公司企业文化，沟通组织和抗压能力强，能够把握各方需求，积极推进各方资源，快速迭代上线；
6.有电商或管理的经验者优先。

",大专及以上,年龄不限,电商产品经理
18-30万," 
深圳-罗湖区
",智付科技集团有限公司,公司规模：500-999人,"带薪年假,定期体检,年度旅游,节日礼物,领导好,扁平管理,五险一金,团队聚餐,公司规模大,休闲餐点,发展空间大,优秀员工奖,周末双休",3年以上经验,公司地址：畔山路85号叮叮电商大厦,"岗位职责：
1、根据公司的要求和市场的需求设计相关的行业解决方案，并推动各部门（商管、风控、市场、技术等）按计划完成产品的上线；
2、跟踪、观察竞争对手产品、用户情况，定期进行分析；
3、调查行业和政策导向，对业务运营给予支持，通过数据分析定位业务发展的问题，挖掘业务发展潜力； 
4、负责前端及管理后台的产品交互设计工作，包括产品原型图和流程图设计、功能需求文档撰写；
5、持续根据运营数据及用户反馈对产品进行优化和改进。
任职要求：
1、本科以上学历，3年以上相关工作经验，有互联网支付、金融产品设计经验者优先； 
2、熟悉产品实施过程，包括市场分析、需求分析、产品功能设计、业务流程设计、界面设计、用户研究和可用性测试等； 
3、具有较强的沟通能力、逻辑能力和产品设计能力，有敏锐的市场洞察力，具备较强分析能力； 
4、较强的用户需求判断、引导、控制能力，具有非常好的书面和口头表达能力； 
5、具有强烈的责任心和上进心，思维敏捷，积极主动，能承受工作压力；
6、能主动驱动自己，面对复杂情况能够独立工作。
​
                            ",本科及以上,年龄不限,高级产品经理
10-18万," 
北京-海淀区
",武汉市追忆那年网络科技有限公司,公司规模：1-49人,"领导好,扁平管理,绩效奖金,团队年轻",3年以上经验,公司地址：海淀大街34号海置创投大厦6层氪空间,"工作职责:
1、负责基于忆年APP的社交产品设计工作，包括挖掘不同角色用户各层次的需求，收集用户数据，对用户行为进行分析和研究等；
2、通过数据说话，优化社交产品功能细节，并以创新思维设计新功能点，提升产品各项关键指标；
3、协调各方面资源，跟进需求分析、产品设计、开发测试、灰度上线等工作，监控效果并持续改进；
4、竞品分析和调研；
5、根据产品相关数据和外部情况，配合分解制定产品运营目标及计划并协作达成。
任职要求：
1、1年以上社交产品相关经验，有图片共享产品设计经验优先；
2、逻辑分析能力强，准确挖掘用户需求痛点，制定针对性激励手段，并形成粘性产品体验，平衡投入产出；
3、对社交类产品有了解和研究，关注行业趋势、用户体验和产品细节；
4、主人翁意识强，主动驱动各方资源满足用户需求，快速迭代上线；
5，理解和沟通出色，能够把握各方需求等；
                            ",大专及以上,年龄不限,产品经理
面议," 
北京
",爱奇艺,公司规模：2000-5000人,"良好的发展空间,12天年假,年度免费体检,节日礼物,管理规范,技能培训,公司规模大,优秀员工奖,绩效奖金,午餐补助,定期体检,五险一金,交通补助,通讯津贴",3年以上经验,公司地址：北京市海淀区海淀北一街2号爱奇艺创新大厦,"岗位职责：
1.负责爱奇艺PGC产品，基于行业发展情况和产品发展策略进行PGC产品规划、功能设计及研发推动等工作；
2.具有需求收集、分析及向产品设计转化的良好能力，完成PGC产品调研和设计，推动产品落地和数据统计分析，提供具有前瞻性的产品设计建议；
3.制定业务流程和标准，规范产品制度和防范产品风险。输出明确的产品需求文档或用例文档，跟进交互、前端、视觉、开发、测试部门实现新需求；
4.跟踪行业同类产品，保持行业关注度，及时了解其他产品的发展
岗位要求：
1.本科以上学历，3年以上互联网产品工作经验，有清晰的产品设计理念，对产品发展趋势具有判断力；
2.熟悉PGC专业生产内容的市场生态和业务逻辑者，优先考虑；
3.思路清晰、责任心强，具备较强的分析问题和解决问题能力，擅长沟通和协调；
4.熟悉Axure等原型设计工具及常用办公软件，能够快速完成产品原型或产品示意图；
5.对数据和用户需求敏感，能够快速地通过用户数据、用户反馈提炼出用户需求

",统招本科,25-35岁,PGC产品经理
18-30万," 
北京
",哗啦啦,公司规模：100-499人,"带薪年假,公司规模大,年底双薪,节日福利,技术大牛,互联网,外卖,B2B B2C",3年以上经验,公司地址：北京市西城区西环广场T1，22楼,"1. 打造商家自运营的外卖对接平台；
2. 负责完成产品需求文档（PRD），功能定义，交互设计等需求设计文档；
3. 规划和梳理产品需求，与设计、研发及其他部门和平台协作，推动需求上线，跟进数据分析并迭代优化。
任职资格：(不符合要求者，请勿投递)
1. 正规本科（含）以上学历；
2. 三年以上B2B/B2C大中型互联网产品经理经验，热爱互联网和O2O行业；
3. 熟悉B2B产品、外卖产品的用户体验和业务流程；
4. 同时具备2B和2C的设计经验和理解，涉猎大量同行业、同类型应用设计，并有独立、深入的理解和成功的实际应用；
5. 对交互和视觉设计有敏锐的感知和判断力；
6. 逻辑缜密，思路清晰，性格开朗；
7. 有出色的表达能力、沟通能力、执行力和自驱力。
行业标杆，高速成长， 团队活跃，平台广阔，交通便利！
前景，专注于本地生活的广泛领域——餐饮O2O；
晋升，广阔的职业发展空间，越努力你就越幸运；
氛围，那是年轻人的世界，公司营造各种交流机会；
环境，舒适高大上的办公环境，西直门地标建筑，没有雾霾还可看见西山落日。
哗啦啦期待你的加入！

",统招本科,25-35岁,产品经理
